depcom,ncc,nccenr,depcom_pole
16314,SAINT-EUTROPE,Saint-Eutrope,16230
16319,SAINT-GENIS-DE-BLANZAC,Saint-Genis-de-Blanzac,16046
16322,SAINT-GERMAIN-DE-CONFOLENS,Saint-Germain-de-Confolens,16106
16324,SAINT-GERVAIS,Saint-Gervais,16242
16327,SAINT-HILAIRE,Saint-Hilaire,16028
16328,SAINT-LAURENT-DE-BELZAGOT,Saint-Laurent-de-Belzagot,16230
16333,SAINTE-MARIE,Sainte-Marie,16073
16367,SERIGNAC,Sérignac,16073
16371,SONNEVILLE,Sonneville,16286
16386,TOUZAC,Touzac,16204
16407,VILLARS,Villars,16198
16417,VIVILLE,Viville,16204
17001,AGONNAY,Agonnay,17397
17014,ANTIGNAC,Antignac,17332
17040,LA BENATE,La Benâte,17277
17088,LA CHAPELLE-BATON,La Chapelle-Bâton,17013
17090,CHARDES,Chardes,17240
17103,CHERVETTES,Chervettes,17457
17123,COULONGE-SUR-CHARENTE,Coulonge-sur-Charente,17397
17144,EBEON,Ébéon,17026
17170,LA GARDE,La Garde,17243
17238,MOINGS,Moings,17295
17251,MOULONS,Moulons,17282
17352,SAINT-LAURENT-DE-LA-BARRIERE,Saint-Laurent-de-la-Barrière,17457
17368,SAINT-MARTIN-DE-LA-COUDRE,Saint-Martin-de-la-Coudre,17043
17370,SAINT-MAURICE-DE-LAURENCANNE,Saint-Maurice-de-Laurençanne,17454
17371,SAINT-MAURICE-DE-TAVERNOLE,Saint-Maurice-de-Tavernole,17295
17392,SAINT-ROMAIN-SUR-GIRONDE,Saint-Romain-sur-Gironde,17160
17399,SAINT-SEURIN-D'UZET,Saint-Seurin-d'Uzet,17098
17419,SALLES-LES-AULNAY,Salles-lès-Aulnay,17024
17456,VALLET,Vallet,17240
17475,VILLENOUVELLE,Villenouvelle,17474
19183,SAINT-BAZILE-DE-LA-ROCHE,Saint-Bazile-de-la-Roche,19010
19197,SAINT-DEZERY,Saint-Dézery,19275
19218,SAINT-JULIEN-PRES-BORT,Saint-Julien-près-Bort,19252
19224,SAINT-MATHURIN-LEOBAZEL,Saint-Mathurin-Léobazel,19034
19267,LA TOURETTE,La Tourette,19275
19282,VENARSAL,Venarsal,19123
21019,ARCON,Arçon,21060
21174,CIREY,Cirey,21461
21188,CONCŒUR-ET-CORBOIN,Concœur-et-Corboin,21464
21206,COURCHAMP,Courchamp,21158
21318,IVRY-EN-MONTAGNE,Ivry-en-Montagne,21327
21443,MORNAY,Mornay,21433
21453,NEUVELLE-LES-GRANCEY,Neuvelle-lès-Grancey,21304
21509,PRISSEY,Prissey,21506
21551,SAINT-GERMAIN-SOURCE-SEINE,Saint-Germain-Source-Seine,21084
21654,VANTOUX-LES-DIJON,Vantoux-lès-Dijon,21408
21658,VAUCHIGNON,Vauchignon,21195
21668,VERONNES-LES-PETITES,Véronnes-les-Petites,21667
21697,LA VILLENEUVE-SUR-VINGEANNE,La Villeneuve-sur-Vingeanne,21433
22007,BINIC,Binic,22055
22010,BONEN,Bonen,22266
22017,BRELEVENEZ,Brélévenez,22113
22022,BUHULIEN,Buhulien,22113
22051,DOLO,Dolo,22084
22058,LA FERRIERE,La Ferrière,22183
22066,LE GOURAY,Le Gouray,22046
22080,L'HERMITAGE-LORGE,L'Hermitage-Lorge,22203
22089,KERITY,Kerity,22162
22102,LANGOURLA,Langourla,22046
22120,LANVEZEAC,Lanvézéac,22030
22123,LEHON,Léhon,22050
22125,LESCOUET-JUGON,Lescouët-Jugon,22084
22130,LOGUIVY-LES-LANNION,Loguivy-lès-Lannion,22113
22142,MAROUE,Maroué,22093
22151,MESLIN,Meslin,22093
22159,NOTRE-DAME-DU-GUILDO,Notre-Dame-du-Guildo,22282
22167,PERRET,Perret,22107
22191,PLESSALA,Plessala,22046
22192,PLESSIX-BALISSON,Plessix-Balisson,22209
22230,PLOUNEZ,Plounez,22162
22252,LA POTERIE,La Poterie,22093
22270,SAINT-AARON,Saint-Aaron,22093
22290,SAINT-GELVEN,Saint-Gelven,22107
22292,SAINT-GILLES-DU-MENE,Saint-Gilles-du-Mené,22046
22297,SAINT-GOUENO,Saint-Gouéno,22046
22298,SAINT-GUEN,Saint-Guen,22158
22301,SAINT-IGNEUC,Saint-Igneuc,22084
22303,SAINT-JACUT-DU-MENE,Saint-Jacut-du-Mené,22046
22329,SAINT-SOLEN,Saint-Solen,22118
22336,SERVEL,Servel,22113
22355,TREGOMAR,Trégomar,22093
22357,TREGON,Trégon,22209
22367,TREMELOIR,Tréméloir,22251
22374,TRESSAINT,Tressaint,22118
22382,TRIGAVOU,Trigavou,22190
23085,LES FORGES,Les Forges,23093
23094,GOUZOUGNAT,Gouzougnat,23093
23135,MORTEROLLES,Morterolles,23227
23153,PIGEROLLES,Pigerolles,23090
23161,RIMONDEIX,Rimondeix,23149
23163,LA ROCHETTE,La Rochette,23220
23231,SAINT-PIERRE-DE-FURSAC,Saint-Pierre-de-Fursac,23192
23256,LE TRUCQ,Le Trucq,23067
24003,AILLAC,Aillac,24082
24013,ATUR,Atur,24053
24017,AURIAC-DE-BOURZAC,Auriac-de-Bourzac,24303
24033,BEAUSSAC,Beaussac,24253
24041,BEZENAC,Bézenac,24087
24044,BLIS-ET-BORN,Blis-et-Born,24026
24047,LA BOISSIERE-D'ANS,La Boissière-d'Ans,24147
24049,BORN-DE-CHAMPS,Born-de-Champs,24028
24065,BREUILH,Breuilh,24312
24072,CADOUIN,Cadouin,24068
24078,LA CANEDA,La Canéda,24520
24092,CENDRIEUX,Cendrieux,24362
24093,CERCLES,Cercles,24554
24099,CHAMPEAUX-ET-LA-CHAPELLE-POMMIER,Champeaux-et-la-Chapelle-Pommier,24253
24103,LE CHANGE,Le Change,24026
24112,LA CHAPELLE-PECHAUD,La Chapelle-Péchaud,24086
24118,CHENAUD,Chenaud,24316
24125,COGULOT,Cogulot,24167
24149,CUSSAC,Cussac,24068
24166,EYLIAC,Eyliac,24026
24169,EYVIGNES-ET-EYBENES,Eyvignes-et-Eybènes,24516
24173,FALGUEYRAT,Falgueyrat,24168
24178,FESTALEMPS,Festalemps,24490
24185,FONGALOP,Fongalop,24035
24187,FONTENILLES-D'AIGUEPARSE,Fontenilles-d'Aigueparse,24263
24201,GRAND-CASTANG,Grand-Castang,24260
24203,LES GRAULGES,Les Graulges,24253
24204,GREZES,Grèzes,24117
24219,LABOUQUERIE,Labouquerie,24028
24235,LEGUILLAC-DE-CERCLES,Léguillac-de-Cercles,24253
24239,LIGUEUX,Ligueux,24540
24250,MANDACOU,Mandacou,24168
24258,MARSANEIX,Marsaneix,24312
24265,MENESTEROL-MONTIGNAC,Ménestérol-Montignac,24294
24270,MILHAC-D'AUBEROCHE,Milhac-d'Auberoche,24026
24275,MONBOS,Monbos,24549
24283,MONSEC,Monsec,24253
24298,MOUZENS,Mouzens,24142
24310,NOJALS-ET-CLOTTE,Nojals-et-Clotte,24028
24315,PALEYRAC,Paleyrac,24068
24332,PONCHAPT,Ponchapt,24335
24333,PONTEYRAUD,Ponteyraud,24216
24342,PUYGUILHEM,Puyguilhem,24549
24343,PUYMANGOU,Puymangou,24376
24344,PUYRENIER,Puyrenier,24253
24358,ROUQUETTE,Rouquette,24167
24363,SAINT-AMAND-DE-BELVES,Saint-Amand-de-Belvès,24035
24368,SAINT-ANTOINE-CUMOND,Saint-Antoine-Cumond,24490
24369,SAINT-ANTOINE-D'AUBEROCHE,Saint-Antoine-d'Auberoche,24026
24387,SAINT-CERNIN-DE-REILLAC,Saint-Cernin-de-Reillac,24356
24400,SAINT-ETIENNE-DES-LANDES,Saint-Étienne-des-Landes,24585
24430,SAINT-JULIEN-DE-BOURDEILLES,Saint-Julien-de-Bourdeilles,24064
24435,SAINT-LAURENT-DES-BATONS,Saint-Laurent-des-Bâtons,24362
24439,SAINT-LAURENT-SUR-MANOIRE,Saint-Laurent-sur-Manoire,24053
24440,SAINT-LAZARE,Saint-Lazare,24229
24447,SAINTE-MARIE-DE-CHIGNAC,Sainte-Marie-de-Chignac,24053
24467,SAINT-MICHEL-DE-RIVIERE,Saint-Michel-de-Rivière,24354
24469,SAINT-MICHEL-L'ECLUSE-ET-LEPARON,Saint-Michel-l'Écluse-et-Léparon,24354
24475,SAINT-PANTALY-D'ANS,Saint-Pantaly-d'Ans,24147
24497,SAINTE-SABINE-BORN,Sainte-Sabine-Born,24028
24503,SAINT-SULPICE-DE-MAREUIL,Saint-Sulpice-de-Mareuil,24253
24506,SAINT-SULPICE-D'EYMET,Saint-Sulpice-d'Eymet,24167
24539,SIREUIL,Sireuil,24172
24556,LA TRAPPE,La Trappe,24263
24578,VICQ,Vicq,24338
24579,VIEUX-MAREUIL,Vieux-Mareuil,24253
24583,LA VILLEDIEU,La Villedieu,24547
25010,ALAISE,Alaise,25223
25023,ARCIER,Arcier,25575
25028,ATHOSE,Athose,25424
25034,AUXON-DESSOUS,Auxon-Dessous,25035
25037,AVENEY,Aveney,25036
25064,BLANCHEFONTAINE,Blanchefontaine,25433
25068,BOIS-LA-VILLE,Bois-la-Ville,25313
25069,BOISMURIE,Boismurie,25527
25076,BONNEVAUX-LE-PRIEURE,Bonnevaux-le-Prieuré,25434
25080,BOUJEONS,Boujeons,25486
25081,LE BOULOIS,Le Boulois,25127
25118,CHAMPVANS-LES-BAUME,Champvans-les-Baume,25047
25123,CHARBONNIERES-LES-SAPINS,Charbonnières-les-Sapins,25222
25128,CHASNANS,Chasnans,25424
25135,CHATILLON-SOUS-MAICHE,Châtillon-sous-Maîche,25138
25137,CHAUDEFONTAINE,Chaudefontaine,25368
25144,CHAZELOT,Chazelot,25505
25146,CHAZOY,Chazoy,25101
25158,COLOMBIER-CHATELOT,Colombier-Châtelot,25524
25165,CORDIRON,Cordiron,25101
25167,COTTIER,Cottier,25374
25168,COULANS-SUR-LIZON,Coulans-sur-Lizon,25223
25169,COURCELLES-LES-CHATILLON,Courcelles-lès-Châtillon,25138
25205,DOULAIZE,Doulaize,25223
25206,DROITFONTAINE,Droitfontaine,25051
25260,LE FRIOLAIS,Le Friolais,25392
25272,GLAINANS,Glainans,25018
25291,GRANGES-DE-VIENNEY,Granges-de-Vienney,25417
25292,GRANGES-MAILLOT,Granges-Maillot,25334
25294,GRANGES-SAINTE-MARIE,Granges-Sainte-Marie,25320
25302,HAUTEPIERRE-LE-CHATELET,Hautepierre-le-Châtelet,25424
25319,LABERGEMENT-DU-NAVOIS,Labergement-du-Navois,25334
25337,LIEVREMONT,Lièvremont,25357
25352,LUISANS,Luisans,25288
25353,LUSANS,Lusans,25468
25358,MAISIERES-NOTRE-DAME,Maisières-Notre-Dame,25537
25363,MAMBOUHANS,Mambouhans,25187
25396,MONTFERNEY,Montferney,25505
25399,MONTFORT,Montfort,25460
25407,MONTURSIN,Montursin,25275
25409,MORCHAMPS,Morchamps,25505
25412,MOUILLEVILLERS,Mouillevillers,25519
25423,NEUVIER,Neuvier,25138
25480,RANTECHAUX,Rantechaux,25424
25484,REFRANCHE,Refranche,25223
25509,ROUTELLE,Routelle,25438
25530,SANCEY-LE-LONG,Sancey-le-Long,25529
25531,SANTOCHE,Santoche,25156
25543,SERVIGNEY,Servigney,25385
25568,TOURNEDOZ,Tournedoz,25018
25576,VAIRE-LE-PETIT,Vaire-le-Petit,25575
25577,VAIVRE,Vaivre,25485
25581,VALENTIN,Valentin,25212
25585,VANCLANS,Vanclans,25424
25587,VAUCHAMPS,Vauchamps,25078
25593,VAUX-LES-PRES,Vaux-les-Prés,25147
25603,VERMONDANS,Vermondans,25463
25606,VERNOIS-LE-FOL,Vernois-le-Fol,25275
25610,VERRIERES-DU-GROSBOIS,Verrières-du-Grosbois,25222
25636,VILLEDIEU-LE-CAMP,Villedieu-le-Camp,25601
26029,LA BATIE-CREMEZIN,La Bâtie-Crémezin,26136
26044,BECONNE,Béconne,26276
26053,BONNEVAL-EN-DIOIS,Bonneval-en-Diois,26055
26109,CREYERS,Creyers,26354
26120,L'ESCOULIN,L'Escoulin,26128
26132,LA FARE,La Fare,26199
26151,JANSAC,Jansac,26262
26158,LAUX-MONTAUX,Laux-Montaux,26091
26187,MOLIERES-GLANDAZ,Molières-Glandaz,26001
26230,PETIT-PARIS,Petit-Paris,26321
26237,LE PILHON,Le Pilhon,26136
26260,RAVEL-ET-FERRIERS,Ravel-et-Ferriers,26055
26265,LA REPARA,La Répara,26020
26280,LA ROCHETTE-SUR-CREST,La Rochette-sur-Crest,26365
26366,VEAUNES,Veaunes,26179
27007,AJOU,Ajou,27049
27024,LE RONCENAY-AUTHENAY,Le Roncenay-Authenay,27198
27029,AUTHOUILLET,Authouillet,27025
27030,AUVERGNY,Auvergny,27427
27041,LA BARRE-EN-OUCHE,La Barre-en-Ouche,27049
27058,BERNIERES-SUR-SEINE,Bernières-sur-Seine,27676
27060,BERTHENONVILLE,Berthenonville,27213
27080,BOISSY-SUR-DAMVILLE,Boissy-sur-Damville,27416
27084,BOSC-BENARD-COMMIN,Bosc-Bénard-Commin,27105
27086,BOSCHERVILLE,Boscherville,27105
27087,LE BOSC-MOREL,Le Bosc-Morel,27138
27088,BOSC-RENOULT-EN-OUCHE,Bosc-Renoult-en-Ouche,27049
27092,BOSGUERARD-DE-MARCOUVILLE,Bosguérard-de-Marcouville,27062
27093,BOSNORMAND,Bosnormand,27090
27121,BUS-SAINT-REMY,Bus-Saint-Rémy,27213
27122,CAHAIGNES,Cahaignes,27213
27128,CANTIERS,Cantiers,27213
27131,CARSIX,Carsix,27425
27145,CHANTELOUP,Chanteloup,27157
27150,LA CHAPELLE-REANVILLE,La Chapelle-Réanville,27554
27159,CINTRAY,Cintray,27112
27160,CIVIERES,Civières,27213
27166,CONDE-SUR-ITON,Condé-sur-Iton,27198
27172,CORNEUIL,Corneuil,27032
27178,COULONGES,Coulonges,27693
27186,CRETON,Créton,27416
27195,DAME-MARIE,Dame-Marie,27578
27197,DAMPSMESNIL,Dampsmesnil,27213
27211,ECARDENVILLE-SUR-EURE,Écardenville-sur-Eure,27191
27221,EPINAY,Épinay,27049
27223,EPREVILLE-EN-ROUMOIS,Épreville-en-Roumois,27085
27225,LES ESSARTS,Les Essarts,27157
27236,FAVEROLLES-LES-MARES,Faverolles-les-Mares,27106
27244,FLANCOURT-CATELON,Flancourt-Catelon,27085
27250,FONTAINE-HEUDEBOURG,Fontaine-Heudebourg,27191
27253,FONTAINE-LA-SORET,Fontaine-la-Soret,27425
27255,FONTENAY-EN-VEXIN,Fontenay-en-Vexin,27213
27257,FORET-LA-FOLIE,Forêt-la-Folie,27213
27262,FOURGES,Fourges,27213
27264,FOURS-EN-VEXIN,Fours-en-Vexin,27213
27265,FRANCHEVILLE,Francheville,27679
27268,LE FRESNE,Le Fresne,27447
27272,LES FRETILS,Les Frétils,27096
27274,GAILLARDBOIS-CRESSENVILLE,Gaillardbois-Cressenville,27294
27283,GISAY-LA-COUDRE,Gisay-la-Coudre,27049
27292,GOUTTIERES,Gouttières,27049
27293,GOUVILLE,Gouville,27198
27296,GRANCHAIN,Granchain,27049
27303,GUERNANVILLE,Guernanville,27565
27305,LA GUEROULDE,La Guéroulde,27112
27308,GUITRY,Guitry,27213
27314,HARICOURT,Haricourt,27331
27328,HELLENVILLIERS,Hellenvilliers,27297
27344,HOULBEC-PRES-LE-GROS-THEIL,Houlbec-près-le-Gros-Theil,27062
27352,INFREVILLE,Infreville,27105
27356,JONQUERETS-DE-LIVET,Jonquerets-de-Livet,27049
27357,JOUVEAUX,Jouveaux,27415
27362,LANDEPEREUSE,Landepéreuse,27049
27387,MANTHELON,Manthelon,27198
27402,LE MESNIL-HARDRAY,Le Mesnil-Hardray,27447
27409,LES MINIERES,Les Minières,27198
27443,NOTRE-DAME-DU-VAUDREUIL,Notre-Dame-du-Vaudreuil,27528
27449,PANILLEUSE,Panilleuse,27213
27450,PANLATTE,Panlatte,27206
27452,PERRIERS-LA-CAMPAGNE,Perriers-la-Campagne,27425
27461,LES PLANCHES,Les Planches,27003
27479,PROVEMONT,Provemont,27153
27484,QUESSIGNY,Quessigny,27277
27494,LE RONCENAY,Le Roncenay,27198
27499,LA ROUSSIERE,La Roussière,27049
27503,LE SACQ,Le Sacq,27198
27506,SAINT-AMAND-DES-HAUTES-TERRES,Saint-Amand-des-Hautes-Terres,27011
27509,SAINT-AQUILIN-D'AUGERONS,Saint-Aquilin-d'Augerons,27414
27510,SAINT-AQUILIN-DE-PACY,Saint-Aquilin-de-Pacy,27448
27513,SAINT-AUBIN-DES-HAYES,Saint-Aubin-des-Hayes,27049
27515,SAINT-AUBIN-LE-GUICHARD,Saint-Aubin-le-Guichard,27049
27519,SAINTE-BARBE-SUR-GAILLON,Sainte-Barbe-sur-Gaillon,27022
27526,SAINTE-CROIX-SUR-AIZIER,Sainte-Croix-sur-Aizier,27107
27532,SAINT-DENIS-DU-BEHELAN,Saint-Denis-du-Béhélan,27157
27549,SAINT-GERMAIN-VILLAGE,Saint-Germain-Village,27467
27559,SAINT-LEGER-SUR-BONNEVILLE,Saint-Léger-sur-Bonneville,27361
27566,SAINTE-MARGUERITE-EN-OUCHE,Sainte-Marguerite-en-Ouche,27049
27573,SAINT-NICOLAS-D'ATTEZ,Saint-Nicolas-d'Attez,27578
27574,SAINT-NICOLAS-DU-BOSC,Saint-Nicolas-du-Bosc,27302
27575,SAINT-NICOLAS-DU-BOSC-L'ABBE,Saint-Nicolas-du-Bosc-l'Abbé,27129
27583,SAINT-PAER,Saint-Paër,27533
27585,SAINT-PAUL-SUR-RISLE,Saint-Paul-sur-Risle,27467
27588,SAINT-PIERRE-D'AUTILS,Saint-Pierre-d'Autils,27554
27596,SAINT-PIERRE-DU-MESNIL,Saint-Pierre-du-Mesnil,27049
27619,SEEZ-MESNIL,Séez-Mesnil,27424
27626,THEILLEMENT,Theillement,27089
27628,THEVRAY,Thevray,27049
27634,THOMER-LA-SOGNE,Thomer-la-Sôgne,27032
27636,LE THUIT-ANGER,Le Thuit-Anger,27638
27637,THUIT-HEBERT,Thuit-Hébert,27105
27639,LE THUIT-SIMER,Le Thuit-Simer,27638
27642,LE TILLEUL-OTHON,Le Tilleul-Othon,27290
27647,TOSNY,Tosny,27676
27648,TOSTES,Tostes,27412
27651,TOURNEDOS-SUR-SEINE,Tournedos-sur-Seine,27471
27653,TOURNY,Tourny,27213
27657,TOUVILLE,Touville,27089
27675,VAUX-SUR-RISLE,Vaux-sur-Risle,27096
27687,VIEUX-VILLEZ,Vieux-Villez,27022
27688,VILLALET,Villalet,27693
28011,ARMENONVILLE-LES-GATINEAUX,Armenonville-les-Gâtineaux,28023
28017,AUTHEUIL,Autheuil,28103
28020,BAIGNOLET,Baignolet,28406
28042,BLEURY,Bleury,28015
28043,BLEVY,Blévy,28226
28044,BOISGASSON,Boisgasson,28012
28066,BULLOU,Bullou,28127
28069,CHAMPAGNE,Champagne,28185
28083,CHARRAY,Charray,28103
28093,CHATILLON-EN-DUNOIS,Châtillon-en-Dunois,28012
28097,CHENE-CHENU,Chêne-Chenu,28393
28101,CIVRY,Civry,28330
28115,COURTALAIN,Courtalain,28012
28125,DAMPIERRE-SUR-BLEVY,Dampierre-sur-Blévy,28226
28131,DOMMERVILLE,Dommerville,91016
28133,DOUY,Douy,28103
28138,ECUBLE,Écublé,28393
28145,FAINS-LA-FOLIE,Fains-la-Folie,28406
28150,LA FERTE-VILLENEUIL,La Ferté-Villeneuil,28103
28152,FEUILLEUSE,Feuilleuse,28226
28174,GATELLES,Gâtelles,28386
28179,GERMIGNONVILLE,Germignonville,28406
28181,GIRONVILLE-ET-NEUVILLE,Gironville-et-Neuville,28393
28186,GRANDVILLE-GAUDREVILLE,Grandville-Gaudreville,28183
28204,LANGEY,Langey,28012
28224,LUTZ-EN-DUNOIS,Lutz-en-Dunois,28330
28228,MAINTERNE,Mainterne,28120
28238,MARVILLE-LES-BOIS,Marville-les-Bois,28360
28241,LE MEE,Le Mée,28103
28244,MERVILLIERS,Mervilliers,28002
28250,MEZIERES-AU-PERCHE,Mézières-au-Perche,28127
28258,MONTAINVILLE,Montainville,28422
28262,MONTIGNY-LE-GANNELON,Montigny-le-Gannelon,28103
28266,MONTLOUET,Montlouet,28168
28288,ORLU,Orlu,28183
28295,OZOIR-LE-BREUIL,Ozoir-le-Breuil,28330
28297,PEZY,Pézy,28383
28307,PROUAIS,Prouais,28056
28318,ROMILLY-SUR-AIGRE,Romilly-sur-Aigre,28103
28320,ROUVRAY-SAINT-FLORENTIN,Rouvray-Saint-Florentin,28422
28328,SAINT-CHERON-DES-CHAMPS,Saint-Chéron-des-Champs,28393
28338,SAINT-GERMAIN-LA-GATINE,Saint-Germain-la-Gâtine,28034
28340,SAINT-HILAIRE-SUR-YERRE,Saint-Hilaire-sur-Yerre,28103
28345,SAINT-LOUP,Saint-Loup,28048
28356,SAINT-PELLERIN,Saint-Pellerin,28012
28361,SAINT-SYMPHORIEN-LE-CHATEAU,Saint-Symphorien-le-Château,28015
28381,TARDAIS,Tardais,28373
28384,THEUVY-ACHERES,Theuvy-Achères,28393
28399,VACHERESSES-LES-BASSES,Vacheresses-les-Basses,28279
28402,VERIGNY,Vérigny,28254
28413,LA VILLE-AUX-NONAINS,La Ville-aux-Nonains,28373
28416,VILLENEUVE-SAINT-NICOLAS,Villeneuve-Saint-Nicolas,28422
28420,VITRAY-SOUS-BREZOLLES,Vitray-sous-Brézolles,28120
29009,BEUZEC-CONQ,Beuzec-Conq,29039
29050,ERGUE-ARMEL,Ergué-Armel,29232
29052,ESQUIBIEN,Esquibien,29003
29088,KERFEUNTEUN,Kerfeunteun,29232
29092,KERNEVEL,Kernével,29241
29096,LAMBEZELLEC,Lambézellec,29019
29118,LANRIEC,Lanriec,29039
29121,LARRET,Larret,29221
29127,LOC-EGUINER-SAINT-THEGONNEC,Loc-Eguiner-Saint-Thégonnec,29266
29138,LOGONNA-QUIMERCH,Logonna-Quimerch,29302
29149,MILIZAC,Milizac,29076
29154,NIZON,Nizon,29217
29157,PENHARS,Penhars,29232
29164,PLOARE,Ploaré,29046
29194,PLOUGUER,Plouguer,29024
29200,PLOUJEAN,Ploujean,29151
29203,PLOUNEOUR-TREZ,Plounéour-Trez,29021
29223,POULDAVID-SUR-MER,Pouldavid-sur-Mer,29046
29231,QUIMERCH,Quimerch,29302
29242,RUMENGOL,Rumengol,29053
29253,SAINT-MARC,Saint-Marc,29019
29258,SAINT-PIERRE-QUILBIGNON,Saint-Pierre-Quilbignon,29019
29283,TREBOUL,Tréboul,29046
2A237,POGGIO-DI-TALLANO,Poggio-di-Tallano,2A308
2A294,SANT'ANDREA-DI-TALLANO,Sant'Andréa-di-Tallano,2A308
2A325,TIVOLAGGIO,Tivolaggio,2A249
2B044,BRUSTICO,Brustico,2B063
2B076,CASSANO,Cassano,2B167
2B151,LUNGHIGNANO,Lunghignano,2B167
30063,CAMBO,Cambo,30058
30078,CEZAS,Cézas,30325
30118,FOUSSIGNARGUES,Foussignargues,30037
31016,ARGUT-DESSUS,Argut-Dessus,31085
31154,COULEDOUX,Couledoux,31085
31214,GAUD,Gaud,31144
31257,LACASSE,Lacasse,31287
31307,LUNAX,Lunax,31412
31438,PRADERE-LES-BOURGUETS,Pradère-les-Bourguets,31277
32006,ARCAMONT,Arcamont,32348
32011,ARTIGUEDIEU,Artiguedieu,32426
32137,GARBIC,Garbic,32268
32168,LABARRERE,Labarrère,32079
32179,LAGRAULAS,Lagraulas,32462
32259,MONBERT,Monbert,32065
33041,BELIET,Béliet,33042
33091,CANTENAC,Cantenac,33268
33107,CASTILLON-DE-CASTETS,Castillon-de-Castets,33106
33110,CAUDERAN,Caudéran,33063
33217,LAFOSSE,Lafosse,33341
33265,MARCAMPS,Marcamps,33339
33286,MONBADON,Monbadon,33342
33313,PARSAC,Parsac,33290
33340,LE PUCH,Le Puch,33506
33368,SAINT-ANDRE-DU-GARN,Saint-André-du-Garn,33287
33371,SAINT-ANTOINE,Saint-Antoine,33018
33410,SAINT-GEORGES,Saint-Georges,33290
33430,SAINT-LEGER-DE-VIGNAGUE,Saint-Léger-de-Vignague,33506
33455,SAINT-NAZAIRE,Saint-Nazaire,33378
33469,SAINT-ROMAIN-DE-VIGNAGUE,Saint-Romain-de-Vignague,33506
33495,SALIGNAC,Salignac,33018
33497,SALLEBRUNEAU,Sallebruneau,33175
34275,SAINT-MARTIN-DES-COMBES,Saint-Martin-des-Combes,34186
35020,BAZOUGES-SOUS-HEDE,Bazouges-sous-Hédé,35130
35036,BRAIN-SUR-VILAINE,Brain-sur-Vilaine,35064
35043,BROONS-SUR-VILAINE,Broons-sur-Vilaine,35068
35048,CAMPEL,Campel,35168
35073,CHATILLON-SUR-SEICHE,Châtillon-sur-Seiche,35206
35074,CHAUMERE,Chaumeré,35096
35083,COGLES,Coglès,35191
35129,GUIPRY,Guipry,35176
35158,LE LOU-DU-LAC,Le Lou-du-Lac,35060
35182,MOIGNE,Moigné,35240
35209,OSSE,Ossé,35069
35213,PARAME,Paramé,35288
35254,SAINT-AUBIN-DU-PAVAIL,Saint-Aubin-du-Pavail,35069
35267,SAINT-ETIENNE-EN-COGLES,Saint-Étienne-en-Coglès,35257
35298,SAINT-MELAINE,Saint-Melaine,35068
35313,SAINT-SERVAN-SUR-MER,Saint-Servan-sur-Mer,35288
35323,LA SELLE-EN-COGLES,La Selle-en-Coglès,35191
35349,VENEFFLES,Veneffles,35069
36039,CHANTOME,Chantôme,36070
36151,PARPECAY,Parpeçay,36229
36183,SAINTE-CECILE,Sainte-Cécile,36229
36201,SAINT-MARTIN-DE-LAMPS,Saint-Martin-de-Lamps,36093
36245,VILLERS-LES-ORMES,Villers-les-Ormes,36202
37017,BALESMES,Balesmes,37115
37102,LES ESSARDS,Les Essards,37123
37120,INGRANDES-DE-TOURAINE,Ingrandes-de-Touraine,37232
37135,LOUESTAULT,Louestault,37021
37164,NEGRON,Négron,37163
37209,SAINT-BAULD,Saint-Bauld,37254
37215,SAINT-DENIS-HORS,Saint-Denis-Hors,37003
37227,SAINT-MICHEL-SUR-LOIRE,Saint-Michel-sur-Loire,37232
